-9.999819727039625e-01  4.626372417712236e-05
-9.999050164693313e-01  1.076903810218177e-04
-9.997665712667109e-01  1.692013733654025e-04
-9.995666148626408e-01  2.307098554425106e-04
-9.993051557937030e-01  2.922057280352409e-04
-9.989822092480798e-01  3.536840961310222e-04
-9.985977947971757e-01  4.151408823342016e-04
-9.981519359718442e-01  4.765722050100400e-04
-9.976446601486404e-01  5.379742439462651e-04
-9.970759985107923e-01  5.993432027083322e-04
-9.964459860317572e-01  6.606752960773857e-04
-9.957546614667240e-01  7.219667453370348e-04
-9.950020673471962e-01  7.832137763839136e-04
-9.941882499768158e-01  8.444126189708598e-04
-9.933132594276648e-01  9.055595064454853e-04
-9.923771495366982e-01  9.666506757214262e-04
-9.913799779021415e-01  1.027682367365441e-03
-9.903218058797661e-01  1.088650825745709e-03
-9.892026985790009e-01  1.149552299212813e-03
-9.880227248588493e-01  1.210383040300012e-03
-9.867819573236031e-01  1.271139305934273e-03
-9.854804723183394e-01  1.331817357653845e-03
-9.841183499241993e-01  1.392413461829863e-03
-9.826956739534435e-01  1.452923889890415e-03
-9.812125319442815e-01  1.513344918545879e-03
-9.796690151554774e-01  1.573672830015413e-03
-9.780652185607274e-01  1.633903912253597e-03
-9.764012408428104e-01  1.694034459177501e-03
-9.746771843875128e-01  1.754060770893593e-03
-9.728931552773253e-01  1.813979153924649e-03
-9.710492632849130e-01  1.873785921436422e-03
-9.691456218663593e-01  1.933477393464194e-03
-9.671823481541837e-01  1.993049897138660e-03
-9.651595629501329e-01  2.052499766911726e-03
-9.630773907177476e-01  2.111823344781990e-03
-9.609359595747021e-01  2.171016980519484e-03
-9.587354012849222e-01  2.230077031890250e-03
-9.564758512504756e-01  2.288999864880324e-03
-9.541574485032415e-01  2.347781853919323e-03
-9.517803356963541e-01  2.406419382103290e-03
-9.493446590954261e-01  2.464908841417413e-03
-9.468505685695475e-01  2.523246632957862e-03
-9.442982175820649e-01  2.581429167153204e-03
-9.416877631811374e-01  2.639452863985313e-03
-9.390193659900746e-01  2.697314153209486e-03
-9.362931901974517e-01  2.755009474574308e-03
-9.335094035470081e-01  2.812535278040517e-03
-9.306681773273248e-01  2.869888023999514e-03
-9.277696863612855e-01  2.927064183491145e-03
-9.248141089953197e-01  2.984060238420777e-03
-9.218016270884277e-01  3.040872681775931e-03
-9.187324260009921e-01  3.097498017841754e-03
-9.156066945833716e-01  3.153932762416423e-03
-9.124246251642806e-01  3.210173443025370e-03
-9.091864135389557e-01  3.266216599134936e-03
-9.058922589571079e-01  3.322058782365298e-03
-9.025423641106625e-01  3.377696556702784e-03
-8.991369351212875e-01  3.433126498711097e-03
-8.956761815277104e-01  3.488345197742009e-03
-8.921603162728260e-01  3.543349256145368e-03
