-9.990266668673410e-01  2.497481835761649e-03
-9.948751170183389e-01  5.805611015240048e-03
-9.874206373973435e-01  9.099369455509406e-03
-9.766863288579032e-01  1.236332812884769e-02
-9.627076457859236e-01  1.558630303592409e-02
-9.455309751649958e-01  1.875752762146937e-02
-9.252133598666514e-01  2.186645142285306e-02
-9.018222862847016e-01  2.490274146720874e-02
-8.754354540655689e-01  2.785630931059579e-02
-8.461405159707729e-01  3.071734249787063e-02
-8.140347859135678e-01  3.347633646437265e-02
-7.792249153462540e-01  3.612412584038348e-02
-7.418265388091844e-01  3.865191478210256e-02
-7.019638897191729e-01  4.105130613664494e-02
-6.597693876319831e-01  4.331432930959699e-02
-6.153831983311274e-01  4.543346672827662e-02
-5.689527681952095e-01  4.740167880644496e-02
-5.206323343859330e-01  4.921242732452896e-02
-4.705824124813823e-01  5.085969714618812e-02
-4.189692632552045e-01  5.233801619829880e-02
-3.659643403721912e-01  5.364247364755351e-02
-3.117437208344682e-01  5.476873621305803e-02
-2.564875200699973e-01  5.571306256058992e-02
-2.003792936062136e-01  5.647231573062592e-02
-1.436054273162561e-01  5.704397355879454e-02
-8.635451826324822e-02  5.742613705411204e-02
-2.881674819934178e-02  5.761753670714705e-02
2.881674819934178e-02  5.761753670714705e-02
8.635451826324822e-02  5.742613705411204e-02
1.436054273162561e-01  5.704397355879454e-02
2.003792936062136e-01  5.647231573062592e-02
2.564875200699973e-01  5.571306256058992e-02
3.117437208344682e-01  5.476873621305803e-02
3.659643403721912e-01  5.364247364755351e-02
4.189692632552045e-01  5.233801619829880e-02
4.705824124813823e-01  5.085969714618812e-02
5.206323343859330e-01  4.921242732452896e-02
5.689527681952095e-01  4.740167880644496e-02
6.153831983311274e-01  4.543346672827662e-02
6.597693876319831e-01  4.331432930959699e-02
7.019638897191729e-01  4.105130613664494e-02
7.418265388091844e-01  3.865191478210256e-02
7.792249153462540e-01  3.612412584038348e-02
8.140347859135678e-01  3.347633646437265e-02
8.461405159707729e-01  3.071734249787063e-02
8.754354540655689e-01  2.785630931059579e-02
9.018222862847016e-01  2.490274146720874e-02
9.252133598666514e-01  2.186645142285306e-02
9.455309751649958e-01  1.875752762146937e-02
9.627076457859236e-01  1.558630303592409e-02
9.766863288579032e-01  1.236332812884769e-02
9.874206373973435e-01  9.099369455509406e-03
9.948751170183389e-01  5.805611015240048e-03
9.990266668673410e-01  2.497481835761649e-03
